currentclimyear,noflowdays,totaldays,annualfractionnoflow,zeroflowfirst,gage_ID
2017,0,365,0,NA,7106300
1980,118,365,0.3232876712328767,94,7116500
1981,172,365,0.4712328767123288,29,7116500
1982,25,365,0.0684931506849315,40,7116500
1983,48,366,0.13114754098360656,108,7116500
1984,37,365,0.10136986301369863,84,7116500
1985,27,365,0.07397260273972603,88,7116500
1986,55,365,0.1506849315068493,53,7116500
1987,36,366,0.09836065573770492,109,7116500
1988,87,365,0.23835616438356164,96,7116500
1989,263,365,0.7205479452054795,60,7116500
1990,91,365,0.2493150684931507,54,7116500
1991,118,366,0.3224043715846995,70,7116500
1992,89,365,0.24383561643835616,51,7116500
1993,23,365,0.06301369863013699,94,7116500
1994,80,365,0.2191780821917808,96,7116500
1995,0,366,0,NA,7116500
1996,32,365,0.08767123287671233,98,7116500
1997,7,365,0.019178082191780823,107,7116500
1998,0,365,0,NA,7116500
1999,0,366,0,NA,7116500
2000,43,365,0.1178082191780822,131,7116500
2001,120,365,0.3287671232876712,89,7116500
2002,304,365,0.8328767123287671,60,7116500
2003,327,366,0.8934426229508197,1,7116500
2004,53,365,0.14520547945205478,1,7116500
2005,0,365,0,NA,7116500
2006,63,365,0.1726027397260274,75,7116500
2007,0,366,0,NA,7116500
2008,29,365,0.07945205479452055,103,7116500
2009,50,365,0.136986301369863,110,7116500
2010,65,365,0.1780821917808219,118,7116500
2011,97,366,0.2650273224043716,80,7116500
2012,311,365,0.852054794520548,49,7116500
2013,100,365,0.273972602739726,1,7116500
2014,57,365,0.15616438356164383,170,7116500
2015,48,366,0.13114754098360656,162,7116500
2016,101,365,0.27671232876712326,135,7116500
2017,NA,335,NA,NA,7116500
1980,159,365,0.43561643835616437,6,7124410
1981,155,365,0.4246575342465753,1,7124410
1982,27,365,0.07397260273972603,1,7124410
1983,57,366,0.1557377049180328,3,7124410
1984,111,365,0.3041095890410959,1,7124410
1985,3,365,0.00821917808219178,34,7124410
1986,2,365,0.005479452054794521,347,7124410
1987,38,366,0.10382513661202186,290,7124410
1988,7,365,0.019178082191780823,355,7124410
1989,1,365,0.0027397260273972603,2,7124410
1990,72,365,0.19726027397260273,115,7124410
1991,23,366,0.06284153005464481,280,7124410
1992,0,365,0,NA,7124410
1993,21,365,0.057534246575342465,342,7124410
1994,102,365,0.27945205479452057,208,7124410
1995,24,366,0.06557377049180328,65,7124410
1996,2,365,0.005479452054794521,1,7124410
1997,0,365,0,NA,7124410
1998,0,365,0,NA,7124410
1999,17,366,0.04644808743169399,31,7124410
2000,49,365,0.13424657534246576,309,7124410
2001,18,365,0.049315068493150684,1,7124410
2002,37,365,0.10136986301369863,184,7124410
2003,56,366,0.15300546448087432,224,7124410
2004,141,365,0.3863013698630137,205,7124410
2005,82,365,0.22465753424657534,204,7124410
2006,79,365,0.21643835616438356,205,7124410
2007,146,366,0.3989071038251366,199,7124410
2008,138,365,0.3780821917808219,1,7124410
2009,142,365,0.38904109589041097,199,7124410
2010,161,365,0.4410958904109589,1,7124410
2011,143,366,0.3907103825136612,1,7124410
2012,27,365,0.07397260273972603,1,7124410
2013,29,365,0.07945205479452055,135,7124410
2014,92,365,0.25205479452054796,195,7124410
2015,44,366,0.12021857923497267,233,7124410
2016,151,365,0.4136986301369863,30,7124410
2017,108,365,0.2958904109589041,1,7124410
1980,0,365,0,NA,7126300
1981,0,365,0,NA,7126300
1982,0,365,0,NA,7126300
1983,0,366,0,NA,7126300
1984,0,365,0,NA,7126300
1985,0,365,0,NA,7126300
1986,0,365,0,NA,7126300
1987,0,366,0,NA,7126300
1988,0,365,0,NA,7126300
1989,0,365,0,NA,7126300
1990,9,365,0.024657534246575342,87,7126300
1991,0,366,0,NA,7126300
1992,0,365,0,NA,7126300
1993,0,365,0,NA,7126300
1994,0,365,0,NA,7126300
1995,0,366,0,NA,7126300
1996,0,365,0,NA,7126300
1997,0,365,0,NA,7126300
1998,0,365,0,NA,7126300
1999,0,366,0,NA,7126300
2000,0,365,0,NA,7126300
2001,0,365,0,NA,7126300
2002,42,365,0.11506849315068493,80,7126300
2003,22,366,0.060109289617486336,100,7126300
2004,0,365,0,NA,7126300
2005,0,365,0,NA,7126300
2006,0,365,0,NA,7126300
2007,0,366,0,NA,7126300
2008,0,365,0,NA,7126300
2009,0,365,0,NA,7126300
2010,0,365,0,NA,7126300
2011,22,366,0.060109289617486336,90,7126300
2012,169,365,0.46301369863013697,60,7126300
2013,34,365,0.09315068493150686,59,7126300
2014,1,365,0.0027397260273972603,103,7126300
2015,0,366,0,NA,7126300
2016,0,365,0,NA,7126300
2017,0,365,0,NA,7126300
1981,171,182,0.9395604395604396,184,7140850
1982,331,365,0.9068493150684932,1,7140850
1983,351,366,0.9590163934426229,1,7140850
1984,340,365,0.9315068493150684,1,7140850
1985,348,365,0.9534246575342465,1,7140850
1986,305,365,0.8356164383561644,1,7140850
1987,297,366,0.8114754098360656,29,7140850
1988,365,365,1,1,7140850
1989,342,365,0.936986301369863,1,7140850
1990,299,365,0.8191780821917808,1,7140850
1991,366,366,1,1,7140850
1992,259,365,0.7095890410958904,1,7140850
1993,42,365,0.11506849315068493,17,7140850
1994,151,365,0.4136986301369863,85,7140850
1995,124,366,0.33879781420765026,159,7140850
1996,66,365,0.18082191780821918,1,7140850
1997,0,365,0,NA,7140850
1998,34,365,0.09315068493150686,161,7140850
1999,29,366,0.07923497267759563,154,7140850
2000,224,365,0.6136986301369863,76,7140850
2001,311,365,0.852054794520548,1,7140850
2002,331,365,0.9068493150684932,1,7140850
2003,366,366,1,1,7140850
2004,324,365,0.8876712328767123,1,7140850
2005,357,365,0.9780821917808219,1,7140850
2006,333,365,0.9123287671232877,1,7140850
2007,313,366,0.855191256830601,9,7140850
2008,296,365,0.810958904109589,1,7140850
2009,244,365,0.6684931506849315,1,7140850
2010,339,365,0.9287671232876712,1,7140850
2011,364,366,0.994535519125683,1,7140850
2012,346,365,0.947945205479452,1,7140850
2013,358,365,0.9808219178082191,1,7140850
2014,363,365,0.9945205479452055,1,7140850
2015,331,366,0.9043715846994536,1,7140850
2016,306,365,0.8383561643835616,1,7140850
2017,290,365,0.7945205479452054,12,7140850
1980,256,365,0.7013698630136986,102,7141200
1981,73,365,0.2,1,7141200
1982,150,365,0.410958904109589,144,7141200
1983,196,366,0.5355191256830601,111,7141200
1984,297,365,0.8136986301369863,69,7141200
1985,331,365,0.9068493150684932,1,7141200
1986,256,365,0.7013698630136986,1,7141200
1987,57,366,0.1557377049180328,205,7141200
1988,307,365,0.8410958904109589,1,7141200
1989,269,365,0.736986301369863,1,7141200
1990,259,365,0.7095890410958904,1,7141200
1991,366,366,1,1,7141200
1992,231,365,0.6328767123287671,1,7141200
1993,0,365,0,NA,7141200
1994,193,365,0.5287671232876713,66,7141200
1995,254,366,0.6939890710382514,14,7141200
1996,80,365,0.2191780821917808,1,7141200
1997,0,365,0,NA,7141200
1998,30,365,0.0821917808219178,172,7141200
1999,82,366,0.22404371584699453,149,7141200
2000,152,365,0.41643835616438357,129,7141200
2001,255,365,0.6986301369863014,30,7141200
2002,305,365,0.8356164383561644,1,7141200
2003,316,366,0.8633879781420765,1,7141200
2004,285,365,0.7808219178082192,1,7141200
2005,331,365,0.9068493150684932,1,7141200
2006,279,365,0.7643835616438356,1,7141200
2007,225,366,0.6147540983606558,46,7141200
2008,291,365,0.7972602739726027,1,7141200
2009,278,365,0.7616438356164383,1,7141200
2010,280,365,0.7671232876712328,1,7141200
2011,350,366,0.9562841530054644,1,7141200
2012,333,365,0.9123287671232877,1,7141200
2013,342,365,0.936986301369863,1,7141200
2014,342,365,0.936986301369863,1,7141200
2015,283,366,0.773224043715847,1,7141200
2016,228,365,0.6246575342465753,1,7141200
2017,184,365,0.5041095890410959,103,7141200
1980,298,365,0.8164383561643835,68,7141780
1981,238,365,0.6520547945205479,1,7141780
1982,301,365,0.8246575342465754,4,7141780
1983,361,366,0.9863387978142076,1,7141780
1984,328,365,0.8986301369863013,1,7141780
1985,359,365,0.9835616438356164,1,7141780
1986,256,365,0.7013698630136986,1,7141780
1987,0,366,0,NA,7141780
1988,266,365,0.7287671232876712,76,7141780
1989,325,365,0.8904109589041096,1,7141780
1990,158,365,0.4328767123287671,1,7141780
1991,318,366,0.8688524590163934,13,7141780
1992,71,365,0.19452054794520549,1,7141780
1993,0,365,0,NA,7141780
1994,0,365,0,NA,7141780
1995,0,366,0,NA,7141780
1996,0,365,0,NA,7141780
1997,0,365,0,NA,7141780
1998,0,365,0,NA,7141780
1999,0,366,0,NA,7141780
2000,0,365,0,NA,7141780
2001,0,365,0,NA,7141780
2002,8,365,0.021917808219178082,132,7141780
2003,151,366,0.412568306010929,107,7141780
2004,34,365,0.09315068493150686,62,7141780
2005,163,365,0.4465753424657534,89,7141780
2006,51,365,0.13972602739726028,59,7141780
2007,0,366,0,NA,7141780
2008,0,365,0,NA,7141780
2009,0,365,0,NA,7141780
2010,0,365,0,NA,7141780
2011,143,366,0.3907103825136612,71,7141780
2012,195,365,0.5342465753424658,38,7141780
2013,208,365,0.5698630136986301,42,7141780
2014,85,365,0.2328767123287671,1,7141780
2015,167,366,0.4562841530054645,31,7141780
2016,18,365,0.049315068493150684,1,7141780
2017,28,365,0.07671232876712329,153,7141780
1980,287,365,0.7863013698630137,49,7141900
1981,213,365,0.5835616438356165,1,7141900
1982,288,365,0.7890410958904109,12,7141900
1983,350,366,0.9562841530054644,1,7141900
1984,273,365,0.7479452054794521,1,7141900
1985,344,365,0.9424657534246575,1,7141900
1986,244,365,0.6684931506849315,1,7141900
1987,169,366,0.46174863387978143,74,7141900
1988,337,365,0.9232876712328767,1,7141900
1989,304,365,0.8328767123287671,1,7141900
1990,269,365,0.736986301369863,1,7141900
1991,343,366,0.9371584699453552,1,7141900
1992,161,365,0.4410958904109589,1,7141900
1993,0,365,0,NA,7141900
1994,16,365,0.043835616438356165,156,7141900
1995,18,366,0.04918032786885246,155,7141900
1996,0,365,0,NA,7141900
1997,0,365,0,NA,7141900
1998,0,365,0,NA,7141900
1999,0,366,0,NA,7141900
2000,0,365,0,NA,7141900
2001,0,365,0,NA,7141900
2002,18,365,0.049315068493150684,115,7141900
2003,259,366,0.7076502732240437,107,7141900
2004,101,365,0.27671232876712326,1,7141900
2005,246,365,0.673972602739726,116,7141900
2006,106,365,0.29041095890410956,1,7141900
2007,0,366,0,NA,7141900
2008,0,365,0,NA,7141900
2009,0,365,0,NA,7141900
2010,0,365,0,NA,7141900
2011,249,366,0.680327868852459,109,7141900
2012,310,365,0.8493150684931506,1,7141900
2013,333,365,0.9123287671232877,1,7141900
2014,285,365,0.7808219178082192,1,7141900
2015,281,366,0.76775956284153,1,7141900
2016,167,365,0.4575342465753425,1,7141900
2017,71,365,0.19452054794520549,111,7141900
1980,0,365,0,NA,7142300
1981,0,365,0,NA,7142300
1982,12,365,0.03287671232876712,158,7142300
1983,0,366,0,NA,7142300
1984,0,365,0,NA,7142300
1985,0,365,0,NA,7142300
1986,0,365,0,NA,7142300
1987,0,366,0,NA,7142300
1988,21,365,0.057534246575342465,130,7142300
1989,0,365,0,NA,7142300
1990,68,365,0.1863013698630137,148,7142300
1991,160,366,0.4371584699453552,97,7142300
1992,15,365,0.0410958904109589,40,7142300
1993,0,365,0,NA,7142300
1994,6,365,0.01643835616438356,170,7142300
1995,0,366,0,NA,7142300
1996,0,365,0,NA,7142300
1997,0,365,0,NA,7142300
1998,0,365,0,NA,7142300
1999,0,366,0,NA,7142300
2000,0,365,0,NA,7142300
2001,0,365,0,NA,7142300
2002,80,365,0.2191780821917808,101,7142300
2003,203,366,0.5546448087431693,97,7142300
2004,259,365,0.7095890410958904,35,7142300
2005,55,365,0.1506849315068493,117,7142300
2006,236,365,0.6465753424657534,85,7142300
2007,0,366,0,NA,7142300
2008,0,365,0,NA,7142300
2009,0,365,0,NA,7142300
2010,0,365,0,NA,7142300
2011,137,366,0.3743169398907104,122,7142300
2012,301,365,0.8246575342465754,41,7142300
2013,201,365,0.5506849315068493,1,7142300
2014,205,365,0.5616438356164384,43,7142300
2015,86,366,0.23497267759562843,139,7142300
2016,98,365,0.2684931506849315,117,7142300
2017,40,365,0.1095890410958904,147,7142300
1980,0,365,0,NA,7142575
1981,0,365,0,NA,7142575
1982,0,365,0,NA,7142575
1983,0,366,0,NA,7142575
1984,7,365,0.019178082191780823,166,7142575
1985,0,365,0,NA,7142575
1986,0,365,0,NA,7142575
1987,0,366,0,NA,7142575
1988,0,365,0,NA,7142575
1989,0,365,0,NA,7142575
1990,0,365,0,NA,7142575
1991,54,366,0.14754098360655737,149,7142575
1992,0,365,0,NA,7142575
1993,0,365,0,NA,7142575
1994,0,365,0,NA,7142575
1995,0,366,0,NA,7142575
1996,0,365,0,NA,7142575
1997,0,365,0,NA,7142575
1998,0,365,0,NA,7142575
1999,0,366,0,NA,7142575
2000,0,365,0,NA,7142575
2001,0,365,0,NA,7142575
2002,0,365,0,NA,7142575
2003,0,366,0,NA,7142575
2004,0,365,0,NA,7142575
2005,0,365,0,NA,7142575
2006,0,365,0,NA,7142575
2007,0,366,0,NA,7142575
2008,0,365,0,NA,7142575
2009,0,365,0,NA,7142575
2010,0,365,0,NA,7142575
2011,7,366,0.01912568306010929,154,7142575
2012,68,365,0.1863013698630137,98,7142575
2013,0,365,0,NA,7142575
2014,0,365,0,NA,7142575
2015,0,366,0,NA,7142575
2016,0,365,0,NA,7142575
2017,0,365,0,NA,7142575
1980,0,365,0,NA,7143665
1981,0,365,0,NA,7143665
1982,0,365,0,NA,7143665
1983,0,366,0,NA,7143665
1984,0,365,0,NA,7143665
1985,0,365,0,NA,7143665
1986,0,365,0,NA,7143665
1987,0,366,0,NA,7143665
1988,0,365,0,NA,7143665
1989,0,365,0,NA,7143665
1990,0,365,0,NA,7143665
1991,15,366,0.040983606557377046,134,7143665
1992,0,365,0,NA,7143665
1993,0,365,0,NA,7143665
1994,0,365,0,NA,7143665
1995,0,366,0,NA,7143665
1996,0,365,0,NA,7143665
1997,0,365,0,NA,7143665
1998,0,365,0,NA,7143665
1999,0,366,0,NA,7143665
2000,0,365,0,NA,7143665
2001,0,365,0,NA,7143665
2002,0,365,0,NA,7143665
2003,0,366,0,NA,7143665
2004,0,365,0,NA,7143665
2005,0,365,0,NA,7143665
2006,0,365,0,NA,7143665
2007,0,366,0,NA,7143665
2008,0,365,0,NA,7143665
2009,0,365,0,NA,7143665
2010,0,365,0,NA,7143665
2011,61,366,0.16666666666666666,110,7143665
2012,89,365,0.24383561643835616,120,7143665
2013,0,365,0,NA,7143665
2014,0,365,0,NA,7143665
2015,0,366,0,NA,7143665
2016,0,365,0,NA,7143665
2017,0,365,0,NA,7143665
1980,0,365,0,NA,7144780
1981,0,365,0,NA,7144780
1982,0,365,0,NA,7144780
1983,0,366,0,NA,7144780
1984,0,365,0,NA,7144780
1985,0,365,0,NA,7144780
1986,0,365,0,NA,7144780
1987,0,366,0,NA,7144780
1988,0,365,0,NA,7144780
1989,0,365,0,NA,7144780
1990,0,365,0,NA,7144780
1991,0,366,0,NA,7144780
1992,0,365,0,NA,7144780
1993,0,365,0,NA,7144780
1994,0,365,0,NA,7144780
1995,0,366,0,NA,7144780
1996,0,365,0,NA,7144780
1997,0,365,0,NA,7144780
1998,0,365,0,NA,7144780
1999,0,366,0,NA,7144780
2000,0,365,0,NA,7144780
2001,0,365,0,NA,7144780
2002,0,365,0,NA,7144780
2003,0,366,0,NA,7144780
2004,0,365,0,NA,7144780
2005,0,365,0,NA,7144780
2006,0,365,0,NA,7144780
2007,0,366,0,NA,7144780
2008,0,365,0,NA,7144780
2009,0,365,0,NA,7144780
2010,0,365,0,NA,7144780
2011,0,366,0,NA,7144780
2012,8,365,0.021917808219178082,121,7144780
2013,0,365,0,NA,7144780
2014,0,365,0,NA,7144780
2015,0,366,0,NA,7144780
2016,0,365,0,NA,7144780
2017,0,365,0,NA,7144780
1980,26,365,0.07123287671232877,132,7144795
1981,0,365,0,NA,7144795
1982,0,365,0,NA,7144795
1983,8,366,0.02185792349726776,312,7144795
1984,0,365,0,NA,7144795
1985,0,365,0,NA,7144795
1986,0,365,0,NA,7144795
1987,0,366,0,NA,7144795
1988,0,365,0,NA,7144795
1989,0,365,0,NA,7144795
1990,17,365,0.04657534246575343,281,7144795
1991,0,366,0,NA,7144795
1992,0,365,0,NA,7144795
1993,0,365,0,NA,7144795
1994,0,365,0,NA,7144795
1995,0,366,0,NA,7144795
1996,1,365,0.0027397260273972603,156,7144795
1997,0,365,0,NA,7144795
1998,0,365,0,NA,7144795
1999,0,366,0,NA,7144795
2000,58,365,0.1589041095890411,161,7144795
2001,92,365,0.25205479452054796,132,7144795
2002,0,365,0,NA,7144795
2003,19,366,0.05191256830601093,305,7144795
2004,22,365,0.06027397260273973,169,7144795
2005,17,365,0.04657534246575343,329,7144795
2006,154,365,0.42191780821917807,3,7144795
2007,0,366,0,NA,7144795
2008,0,365,0,NA,7144795
2009,0,365,0,NA,7144795
2010,9,365,0.024657534246575342,192,7144795
2011,122,366,0.3333333333333333,7,7144795
2012,71,365,0.19452054794520549,17,7144795
2013,34,365,0.09315068493150686,1,7144795
2014,14,365,0.038356164383561646,318,7144795
2015,0,183,0,NA,7144795
1980,36,365,0.09863013698630137,101,7145700
1981,2,365,0.005479452054794521,116,7145700
1982,0,365,0,NA,7145700
1983,3,366,0.00819672131147541,160,7145700
1984,1,365,0.0027397260273972603,160,7145700
1985,0,365,0,NA,7145700
1986,0,365,0,NA,7145700
1987,0,366,0,NA,7145700
1988,0,365,0,NA,7145700
1989,0,365,0,NA,7145700
1990,0,365,0,NA,7145700
1991,0,366,0,NA,7145700
1992,0,365,0,NA,7145700
1993,0,365,0,NA,7145700
1994,0,365,0,NA,7145700
1995,0,366,0,NA,7145700
1996,0,365,0,NA,7145700
1997,0,365,0,NA,7145700
1998,0,365,0,NA,7145700
1999,0,366,0,NA,7145700
2000,0,365,0,NA,7145700
2001,0,365,0,NA,7145700
2002,0,365,0,NA,7145700
2003,0,366,0,NA,7145700
2004,0,365,0,NA,7145700
2005,0,365,0,NA,7145700
2006,0,365,0,NA,7145700
2007,0,366,0,NA,7145700
2008,0,365,0,NA,7145700
2009,0,365,0,NA,7145700
2010,0,365,0,NA,7145700
2011,1,366,0.00273224043715847,183,7145700
2012,0,365,0,NA,7145700
2013,0,365,0,NA,7145700
2014,0,365,0,NA,7145700
2015,0,366,0,NA,7145700
2016,0,365,0,NA,7145700
2017,0,364,0,NA,7145700
1980,0,365,0,NA,7149000
1981,0,365,0,NA,7149000
1982,0,365,0,NA,7149000
1983,0,366,0,NA,7149000
1984,0,365,0,NA,7149000
1985,0,365,0,NA,7149000
1986,0,365,0,NA,7149000
1987,0,366,0,NA,7149000
1988,0,365,0,NA,7149000
1989,0,365,0,NA,7149000
1990,0,365,0,NA,7149000
1991,7,366,0.01912568306010929,129,7149000
1992,0,365,0,NA,7149000
1993,0,365,0,NA,7149000
1994,0,365,0,NA,7149000
1995,0,366,0,NA,7149000
1996,0,365,0,NA,7149000
1997,0,365,0,NA,7149000
1998,0,365,0,NA,7149000
1999,0,366,0,NA,7149000
2000,0,365,0,NA,7149000
2001,0,365,0,NA,7149000
2002,0,365,0,NA,7149000
2003,0,366,0,NA,7149000
2004,0,365,0,NA,7149000
2005,0,365,0,NA,7149000
2006,18,365,0.049315068493150684,116,7149000
2007,0,366,0,NA,7149000
2008,0,365,0,NA,7149000
2009,0,365,0,NA,7149000
2010,0,365,0,NA,7149000
2011,94,366,0.2568306010928962,91,7149000
2012,123,365,0.336986301369863,100,7149000
2013,14,365,0.038356164383561646,101,7149000
2014,0,324,0,NA,7149000
2015,0,366,0,NA,7149000
2016,0,365,0,NA,7149000
2017,0,365,0,NA,7149000
1980,0,365,0,NA,7153000
1981,6,365,0.01643835616438356,112,7153000
1982,0,365,0,NA,7153000
1983,0,366,0,NA,7153000
1984,57,365,0.15616438356164383,148,7153000
1985,0,365,0,NA,7153000
1986,0,365,0,NA,7153000
1987,0,366,0,NA,7153000
1988,0,365,0,NA,7153000
1989,0,365,0,NA,7153000
1990,0,365,0,NA,7153000
1991,12,366,0.03278688524590164,134,7153000
1992,0,365,0,NA,7153000
1993,0,365,0,NA,7153000
1994,0,365,0,NA,7153000
1995,0,366,0,NA,7153000
1996,0,365,0,NA,7153000
1997,0,365,0,NA,7153000
1998,0,365,0,NA,7153000
1999,0,366,0,NA,7153000
2000,0,365,0,NA,7153000
2001,0,365,0,NA,7153000
2002,0,365,0,NA,7153000
2003,1,366,0.00273224043715847,149,7153000
2004,0,365,0,NA,7153000
2005,0,365,0,NA,7153000
2006,71,365,0.19452054794520549,139,7153000
2007,0,366,0,NA,7153000
2008,0,365,0,NA,7153000
2009,0,365,0,NA,7153000
2010,0,365,0,NA,7153000
2011,0,366,0,NA,7153000
2012,111,365,0.3041095890410959,170,7153000
2013,0,365,0,NA,7153000
2014,7,365,0.019178082191780823,139,7153000
2015,0,366,0,NA,7153000
2016,0,365,0,NA,7153000
2017,0,365,0,NA,7153000
1980,209,365,0.5726027397260274,64,7154500
1981,101,365,0.27671232876712326,19,7154500
1982,6,365,0.01643835616438356,4,7154500
1983,154,366,0.4207650273224044,82,7154500
1984,61,365,0.16712328767123288,105,7154500
1985,143,365,0.3917808219178082,2,7154500
1986,72,365,0.19726027397260273,1,7154500
1987,8,366,0.02185792349726776,119,7154500
1988,7,365,0.019178082191780823,87,7154500
1989,52,365,0.14246575342465753,117,7154500
1990,73,365,0.2,46,7154500
1991,124,366,0.33879781420765026,26,7154500
1992,71,365,0.19452054794520549,36,7154500
1993,303,365,0.8301369863013699,51,7154500
1994,199,365,0.5452054794520548,1,7154500
1995,198,366,0.5409836065573771,8,7154500
1996,105,365,0.2876712328767123,1,7154500
1997,49,365,0.13424657534246576,46,7154500
1998,66,365,0.18082191780821918,61,7154500
1999,0,366,0,NA,7154500
2000,82,365,0.22465753424657534,68,7154500
2001,259,365,0.7095890410958904,86,7154500
2002,200,365,0.547945205479452,1,7154500
2003,318,366,0.8688524590163934,3,7154500
2004,128,365,0.3506849315068493,1,7154500
2005,247,365,0.6767123287671233,83,7154500
2006,224,365,0.6136986301369863,1,7154500
2007,310,366,0.8469945355191257,1,7154500
2008,329,365,0.9013698630136986,1,7154500
2009,345,365,0.9452054794520548,1,7154500
2010,338,365,0.9260273972602739,1,7154500
2011,358,366,0.9781420765027322,1,7154500
2012,361,365,0.989041095890411,1,7154500
2013,173,365,0.473972602739726,1,7154500
2014,96,365,0.26301369863013696,1,7154500
2015,0,366,0,NA,7154500
2016,175,365,0.4794520547945205,56,7154500
2017,43,365,0.1178082191780822,18,7154500
1980,300,365,0.821917808219178,66,7155590
1981,340,365,0.9315068493150684,1,7155590
1982,315,365,0.863013698630137,1,7155590
1983,352,366,0.9617486338797814,1,7155590
1984,337,365,0.9232876712328767,6,7155590
1985,365,365,1,1,7155590
1986,319,365,0.873972602739726,1,7155590
1987,307,366,0.8387978142076503,1,7155590
1988,333,365,0.9123287671232877,1,7155590
1989,316,365,0.8657534246575342,1,7155590
1990,338,365,0.9260273972602739,1,7155590
1991,356,366,0.9726775956284153,1,7155590
1992,365,365,1,1,7155590
1993,359,365,0.9835616438356164,1,7155590
1994,365,365,1,1,7155590
1995,360,366,0.9836065573770492,1,7155590
1996,138,365,0.3780821917808219,1,7155590
1997,87,365,0.23835616438356164,1,7155590
1998,303,365,0.8301369863013699,55,7155590
1999,196,366,0.5355191256830601,90,7155590
2000,330,365,0.9041095890410958,36,7155590
2001,343,365,0.9397260273972603,1,7155590
2002,359,365,0.9835616438356164,1,7155590
2003,346,366,0.9453551912568307,1,7155590
2004,347,365,0.9506849315068493,1,7155590
2005,350,365,0.958904109589041,1,7155590
2006,362,365,0.9917808219178083,1,7155590
2007,361,366,0.9863387978142076,1,7155590
2008,364,365,0.9972602739726028,1,7155590
2009,365,365,1,1,7155590
2010,365,365,1,1,7155590
2011,366,366,1,1,7155590
2012,364,365,0.9972602739726028,1,7155590
2013,30,30,1,1,7155590
1980,56,365,0.15342465753424658,110,7157500
1981,0,365,0,NA,7157500
1982,0,365,0,NA,7157500
1983,0,366,0,NA,7157500
1984,0,365,0,NA,7157500
1985,0,365,0,NA,7157500
1986,0,365,0,NA,7157500
1987,0,366,0,NA,7157500
1988,0,365,0,NA,7157500
1989,0,365,0,NA,7157500
1990,0,365,0,NA,7157500
1991,4,366,0.01092896174863388,150,7157500
1992,0,365,0,NA,7157500
1993,0,365,0,NA,7157500
1994,0,365,0,NA,7157500
1995,0,366,0,NA,7157500
1996,0,365,0,NA,7157500
1997,0,365,0,NA,7157500
1998,0,365,0,NA,7157500
1999,0,366,0,NA,7157500
2000,0,365,0,NA,7157500
2001,13,365,0.03561643835616438,115,7157500
2002,17,365,0.04657534246575343,111,7157500
2003,0,366,0,NA,7157500
2004,0,365,0,NA,7157500
2005,0,365,0,NA,7157500
2006,14,365,0.038356164383561646,111,7157500
2007,0,366,0,NA,7157500
2008,1,365,0.0027397260273972603,136,7157500
2009,0,365,0,NA,7157500
2010,0,365,0,NA,7157500
2011,67,366,0.1830601092896175,92,7157500
2012,141,365,0.3863013698630137,85,7157500
2013,80,365,0.2191780821917808,74,7157500
2014,0,365,0,NA,7157500
2015,0,314,0,NA,7157500
2016,0,365,0,NA,7157500
2017,0,365,0,NA,7157500
1980,110,365,0.3013698630136986,102,7157950
1981,15,365,0.0410958904109589,87,7157950
1982,47,365,0.12876712328767123,154,7157950
1983,42,366,0.11475409836065574,124,7157950
1984,126,365,0.3452054794520548,105,7157950
1985,0,365,0,NA,7157950
1986,13,365,0.03561643835616438,118,7157950
1987,0,366,0,NA,7157950
1988,3,365,0.00821917808219178,164,7157950
1989,0,365,0,NA,7157950
1990,42,365,0.11506849315068493,99,7157950
1991,99,366,0.27049180327868855,109,7157950
1992,25,365,0.0684931506849315,190,7157950
1993,12,365,0.03287671232876712,165,7157950
1994,98,187,0.5240641711229946,82,7157950
2001,2,184,0.010869565217391304,182,7157950
2002,26,365,0.07123287671232877,111,7157950
2003,17,366,0.04644808743169399,139,7157950
2004,0,365,0,NA,7157950
2005,0,365,0,NA,7157950
2006,56,365,0.15342465753424658,71,7157950
2007,0,366,0,NA,7157950
2008,0,365,0,NA,7157950
2009,0,365,0,NA,7157950
2010,4,365,0.010958904109589041,134,7157950
2011,104,366,0.28415300546448086,85,7157950
2012,92,365,0.25205479452054796,77,7157950
2013,8,273,0.029304029304029304,84,7157950
2014,0,365,0,NA,7157950
2015,0,366,0,NA,7157950
2016,0,365,0,NA,7157950
2017,0,365,0,NA,7157950
1980,139,365,0.38082191780821917,104,7158000
1981,7,365,0.019178082191780823,32,7158000
1982,58,365,0.1589041095890411,144,7158000
1983,61,366,0.16666666666666666,109,7158000
1984,111,365,0.3041095890410959,105,7158000
1985,28,365,0.07671232876712329,104,7158000
1986,29,365,0.07945205479452055,103,7158000
1987,0,366,0,NA,7158000
1988,11,365,0.030136986301369864,136,7158000
1989,0,365,0,NA,7158000
1990,87,365,0.23835616438356164,91,7158000
1991,83,366,0.226775956284153,102,7158000
1992,55,365,0.1506849315068493,168,7158000
1993,0,365,0,NA,7158000
1994,20,365,0.0547945205479452,133,7158000
1995,0,366,0,NA,7158000
1996,4,365,0.010958904109589041,111,7158000
1997,0,365,0,NA,7158000
1998,39,365,0.10684931506849316,113,7158000
1999,0,366,0,NA,7158000
2000,0,365,0,NA,7158000
2001,27,365,0.07397260273972603,123,7158000
2002,17,365,0.04657534246575343,110,7158000
2003,35,366,0.09562841530054644,108,7158000
2004,11,365,0.030136986301369864,73,7158000
2005,0,365,0,NA,7158000
2006,10,365,0.0273972602739726,123,7158000
2007,0,366,0,NA,7158000
