predictor,VarPrcIncMSE,metric,region_rf,kfold
siltave,23.718441965255636,zeroflowfirst,Mediterranean California,1
slope_pct,25.935283101411173,zeroflowfirst,Mediterranean California,1
storage_m,21.29678942389284,zeroflowfirst,Mediterranean California,1
topwet,21.16235000471505,zeroflowfirst,Mediterranean California,1
wuse_mm,30.929528485159523,zeroflowfirst,Mediterranean California,1
depth_bedrock_m,27.381045462377582,zeroflowfirst,Mediterranean California,2
drain_sqkm,21.961031880554444,zeroflowfirst,Mediterranean California,2
irrig_prc,27.583849873835575,zeroflowfirst,Mediterranean California,2
lulc_ag_prc,23.76247399979168,zeroflowfirst,Mediterranean California,2
lulc_barren_prc,28.488193541260223,zeroflowfirst,Mediterranean California,2
lulc_dev_prc,21.784261349534887,zeroflowfirst,Mediterranean California,2
lulc_forest_prc,30.482391817170335,zeroflowfirst,Mediterranean California,2
lulc_water_prc,27.525330638698424,zeroflowfirst,Mediterranean California,2
maxstorage_af,17.836214221503322,zeroflowfirst,Mediterranean California,2
normstorage_af,17.95776514673326,zeroflowfirst,Mediterranean California,2
p.pet_cy.previous,31.317441440403158,zeroflowfirst,Mediterranean California,2
p_mm_cy.previous,34.260973698922406,zeroflowfirst,Mediterranean California,2
porosity,19.754674670139227,zeroflowfirst,Mediterranean California,2
siltave,28.193774449208426,zeroflowfirst,Mediterranean California,2
slope_pct,19.205742776718722,zeroflowfirst,Mediterranean California,2
storage_m,22.664110202423604,zeroflowfirst,Mediterranean California,2
topwet,21.058379229741327,zeroflowfirst,Mediterranean California,2
wuse_mm,34.57497167814224,zeroflowfirst,Mediterranean California,2
depth_bedrock_m,24.1226022057978,zeroflowfirst,Mediterranean California,3
drain_sqkm,25.20789674174803,zeroflowfirst,Mediterranean California,3
irrig_prc,30.52471265743279,zeroflowfirst,Mediterranean California,3
lulc_ag_prc,21.963701287405925,zeroflowfirst,Mediterranean California,3
lulc_barren_prc,27.178832193778177,zeroflowfirst,Mediterranean California,3
lulc_dev_prc,24.52476409966505,zeroflowfirst,Mediterranean California,3
lulc_forest_prc,25.316337250517588,zeroflowfirst,Mediterranean California,3
lulc_water_prc,28.33224152666641,zeroflowfirst,Mediterranean California,3
maxstorage_af,20.450082620841016,zeroflowfirst,Mediterranean California,3
normstorage_af,21.00713986670521,zeroflowfirst,Mediterranean California,3
p.pet_cy.previous,32.02992841289269,zeroflowfirst,Mediterranean California,3
p_mm_cy.previous,24.692267083315727,zeroflowfirst,Mediterranean California,3
porosity,22.953043140712627,zeroflowfirst,Mediterranean California,3
siltave,22.610711374368183,zeroflowfirst,Mediterranean California,3
slope_pct,21.424291272014237,zeroflowfirst,Mediterranean California,3
storage_m,22.016353219760955,zeroflowfirst,Mediterranean California,3
topwet,25.3227560090393,zeroflowfirst,Mediterranean California,3
wuse_mm,31.175060936744543,zeroflowfirst,Mediterranean California,3
depth_bedrock_m,26.465513758663036,zeroflowfirst,Mediterranean California,4
drain_sqkm,23.58396721960214,zeroflowfirst,Mediterranean California,4
irrig_prc,28.812384038864394,zeroflowfirst,Mediterranean California,4
lulc_ag_prc,20.846096250665436,zeroflowfirst,Mediterranean California,4
lulc_barren_prc,26.198099655736545,zeroflowfirst,Mediterranean California,4
lulc_dev_prc,28.193410427399076,zeroflowfirst,Mediterranean California,4
lulc_forest_prc,28.007109420185333,zeroflowfirst,Mediterranean California,4
lulc_water_prc,27.688031983970586,zeroflowfirst,Mediterranean California,4
maxstorage_af,17.144419525530225,zeroflowfirst,Mediterranean California,4
normstorage_af,19.392687950749817,zeroflowfirst,Mediterranean California,4
p.pet_cy.previous,31.266036782337302,zeroflowfirst,Mediterranean California,4
p_mm_cy.previous,30.425722315145965,zeroflowfirst,Mediterranean California,4
porosity,21.92958539951955,zeroflowfirst,Mediterranean California,4
siltave,21.71457192055859,zeroflowfirst,Mediterranean California,4
slope_pct,22.34438564960681,zeroflowfirst,Mediterranean California,4
storage_m,21.474010222331554,zeroflowfirst,Mediterranean California,4
topwet,25.905471508477245,zeroflowfirst,Mediterranean California,4
wuse_mm,30.534320529073362,zeroflowfirst,Mediterranean California,4
depth_bedrock_m,34.08363541559427,zeroflowfirst,Mediterranean California,5
drain_sqkm,19.363075346254455,zeroflowfirst,Mediterranean California,5
irrig_prc,28.424146602575586,zeroflowfirst,Mediterranean California,5
lulc_ag_prc,22.647853908550925,zeroflowfirst,Mediterranean California,5
lulc_barren_prc,25.207334716866345,zeroflowfirst,Mediterranean California,5
lulc_dev_prc,24.52685380404399,zeroflowfirst,Mediterranean California,5
lulc_forest_prc,28.68191415564952,zeroflowfirst,Mediterranean California,5
lulc_water_prc,30.813774540214244,zeroflowfirst,Mediterranean California,5
maxstorage_af,22.11170392230325,zeroflowfirst,Mediterranean California,5
normstorage_af,20.708417122182688,zeroflowfirst,Mediterranean California,5
p.pet_cy.previous,31.946877703027212,zeroflowfirst,Mediterranean California,5
p_mm_cy.previous,36.5034445333607,zeroflowfirst,Mediterranean California,5
porosity,24.521702726907776,zeroflowfirst,Mediterranean California,5
siltave,22.14818397580162,zeroflowfirst,Mediterranean California,5
slope_pct,16.880657043461007,zeroflowfirst,Mediterranean California,5
storage_m,22.13583202585463,zeroflowfirst,Mediterranean California,5
topwet,21.481359605239952,zeroflowfirst,Mediterranean California,5
wuse_mm,30.39551916130406,zeroflowfirst,Mediterranean California,5
clayave,20.72210935603956,zeroflowfirst,South Great Plains,1
dams_n,21.451051889801256,zeroflowfirst,South Great Plains,1
drain_sqkm,26.07980157476425,zeroflowfirst,South Great Plains,1
irrig_prc,31.627801894873667,zeroflowfirst,South Great Plains,1
lulc_ag_prc,28.820928712475943,zeroflowfirst,South Great Plains,1
lulc_dev_prc,27.216607468111675,zeroflowfirst,South Great Plains,1
lulc_forest_prc,29.648883445150357,zeroflowfirst,South Great Plains,1
lulc_grass_prc,31.85004645059453,zeroflowfirst,South Great Plains,1
lulc_water_prc,26.310393143614064,zeroflowfirst,South Great Plains,1
p.pet_cy.previous,39.55498374670677,zeroflowfirst,South Great Plains,1
p.pet_jfm.previous,25.804386585587856,zeroflowfirst,South Great Plains,1
p_mm_cy.previous,20.654673035289402,zeroflowfirst,South Great Plains,1
permave,31.04280946523168,zeroflowfirst,South Great Plains,1
porosity,21.436700061763208,zeroflowfirst,South Great Plains,1
sandave,22.804115650702578,zeroflowfirst,South Great Plains,1
slope_pct,34.23473070748322,zeroflowfirst,South Great Plains,1
topwet,25.704858943685945,zeroflowfirst,South Great Plains,1
wuse_mm,31.25934516810618,zeroflowfirst,South Great Plains,1
clayave,25.730303349113093,zeroflowfirst,South Great Plains,2
dams_n,21.966475213529325,zeroflowfirst,South Great Plains,2
drain_sqkm,24.96169593809848,zeroflowfirst,South Great Plains,2
irrig_prc,28.47002861737798,zeroflowfirst,South Great Plains,2
lulc_ag_prc,27.749675611196864,zeroflowfirst,South Great Plains,2
lulc_dev_prc,30.09348322570693,zeroflowfirst,South Great Plains,2
lulc_forest_prc,30.111532971581166,zeroflowfirst,South Great Plains,2
lulc_grass_prc,32.36198160365579,zeroflowfirst,South Great Plains,2
lulc_water_prc,26.64456016090017,zeroflowfirst,South Great Plains,2
p.pet_cy.previous,39.307474517089155,zeroflowfirst,South Great Plains,2
p.pet_jfm.previous,28.653166487306773,zeroflowfirst,South Great Plains,2
p_mm_cy.previous,25.180860936517707,zeroflowfirst,South Great Plains,2
permave,31.570056451035533,zeroflowfirst,South Great Plains,2
porosity,23.2760729899244,zeroflowfirst,South Great Plains,2
sandave,24.9022494632717,zeroflowfirst,South Great Plains,2
slope_pct,30.715635752057686,zeroflowfirst,South Great Plains,2
topwet,25.586581957732353,zeroflowfirst,South Great Plains,2
wuse_mm,25.730614485405713,zeroflowfirst,South Great Plains,2
clayave,21.50651489689454,zeroflowfirst,South Great Plains,3
dams_n,24.772045493463636,zeroflowfirst,South Great Plains,3
drain_sqkm,27.074748255319804,zeroflowfirst,South Great Plains,3
irrig_prc,33.264675969776725,zeroflowfirst,South Great Plains,3
lulc_ag_prc,30.2917131509394,zeroflowfirst,South Great Plains,3
lulc_dev_prc,25.959190590145337,zeroflowfirst,South Great Plains,3
lulc_forest_prc,27.092608378273525,zeroflowfirst,South Great Plains,3
lulc_grass_prc,26.700691650381525,zeroflowfirst,South Great Plains,3
lulc_water_prc,21.447743996494076,zeroflowfirst,South Great Plains,3
p.pet_cy.previous,42.45524055413841,zeroflowfirst,South Great Plains,3
p.pet_jfm.previous,25.667595911676813,zeroflowfirst,South Great Plains,3
p_mm_cy.previous,23.836992273372847,zeroflowfirst,South Great Plains,3
permave,29.102392546498027,zeroflowfirst,South Great Plains,3
porosity,28.60021473918979,zeroflowfirst,South Great Plains,3
sandave,27.50546807054071,zeroflowfirst,South Great Plains,3
slope_pct,27.55986033293278,zeroflowfirst,South Great Plains,3
topwet,28.001568200071294,zeroflowfirst,South Great Plains,3
wuse_mm,24.810207501145804,zeroflowfirst,South Great Plains,3
clayave,25.934318972672248,zeroflowfirst,South Great Plains,4
dams_n,25.608567360881292,zeroflowfirst,South Great Plains,4
drain_sqkm,27.177611435152635,zeroflowfirst,South Great Plains,4
irrig_prc,29.93800110444536,zeroflowfirst,South Great Plains,4
lulc_ag_prc,27.34354640046706,zeroflowfirst,South Great Plains,4
lulc_dev_prc,28.287994997936384,zeroflowfirst,South Great Plains,4
lulc_forest_prc,35.84124253689851,zeroflowfirst,South Great Plains,4
lulc_grass_prc,29.77338281227421,zeroflowfirst,South Great Plains,4
lulc_water_prc,24.29580996426438,zeroflowfirst,South Great Plains,4
p.pet_cy.previous,39.06279244054872,zeroflowfirst,South Great Plains,4
p.pet_jfm.previous,26.703785087746418,zeroflowfirst,South Great Plains,4
p_mm_cy.previous,25.84123484379163,zeroflowfirst,South Great Plains,4
permave,32.20140242759106,zeroflowfirst,South Great Plains,4
porosity,24.28683540479981,zeroflowfirst,South Great Plains,4
sandave,27.265845890674782,zeroflowfirst,South Great Plains,4
slope_pct,26.492059668716024,zeroflowfirst,South Great Plains,4
topwet,28.675270268450102,zeroflowfirst,South Great Plains,4
wuse_mm,24.417516838749332,zeroflowfirst,South Great Plains,4
clayave,28.407988918920225,zeroflowfirst,South Great Plains,5
dams_n,19.206002567364237,zeroflowfirst,South Great Plains,5
drain_sqkm,25.210635789053377,zeroflowfirst,South Great Plains,5
irrig_prc,32.883391100393276,zeroflowfirst,South Great Plains,5
lulc_ag_prc,31.87849465652552,zeroflowfirst,South Great Plains,5
lulc_dev_prc,27.255298170150365,zeroflowfirst,South Great Plains,5
lulc_forest_prc,29.061880578467868,zeroflowfirst,South Great Plains,5
lulc_grass_prc,28.70585281789352,zeroflowfirst,South Great Plains,5
lulc_water_prc,20.832085748921685,zeroflowfirst,South Great Plains,5
p.pet_cy.previous,32.776474008184394,zeroflowfirst,South Great Plains,5
p.pet_jfm.previous,24.987691694538615,zeroflowfirst,South Great Plains,5
p_mm_cy.previous,18.33222596085761,zeroflowfirst,South Great Plains,5
permave,24.221108176333573,zeroflowfirst,South Great Plains,5
porosity,25.724387582856558,zeroflowfirst,South Great Plains,5
sandave,26.256256702574305,zeroflowfirst,South Great Plains,5
slope_pct,21.757562475896563,zeroflowfirst,South Great Plains,5
topwet,22.379258995548543,zeroflowfirst,South Great Plains,5
wuse_mm,26.01675221534049,zeroflowfirst,South Great Plains,5
depth_bedrock_m,10.329402846246204,zeroflowfirst,Western Desert,1
drain_sqkm,10.26908004025704,zeroflowfirst,Western Desert,1
elev_mean_m_basin,9.675334444748033,zeroflowfirst,Western Desert,1
irrig_prc,12.24087942305407,zeroflowfirst,Western Desert,1
lulc_barren_prc,12.070923239744417,zeroflowfirst,Western Desert,1
lulc_forest_prc,13.130895742559327,zeroflowfirst,Western Desert,1
lulc_grass_prc,12.00700162210179,zeroflowfirst,Western Desert,1
p_mm_jas,16.43206662609637,zeroflowfirst,Western Desert,1
permave,10.030591986539422,zeroflowfirst,Western Desert,1
pet_mm_amj,16.42095269080831,zeroflowfirst,Western Desert,1
pet_mm_jfm.previous,14.697854452062916,zeroflowfirst,Western Desert,1
porosity,15.17919181875802,zeroflowfirst,Western Desert,1
sandave,7.939093490656291,zeroflowfirst,Western Desert,1
slope_pct,11.430385404330815,zeroflowfirst,Western Desert,1
storage_m,11.159702065494274,zeroflowfirst,Western Desert,1
T_max_c_amj,15.540676081674546,zeroflowfirst,Western Desert,1
T_max_c_cy.previous,15.325375073620656,zeroflowfirst,Western Desert,1
wuse_mm,13.111299954261588,zeroflowfirst,Western Desert,1
depth_bedrock_m,8.4255968911606,zeroflowfirst,Western Desert,2
drain_sqkm,11.57246003125958,zeroflowfirst,Western Desert,2
elev_mean_m_basin,10.139560288114911,zeroflowfirst,Western Desert,2
irrig_prc,14.924087641393026,zeroflowfirst,Western Desert,2
lulc_barren_prc,10.556629348389329,zeroflowfirst,Western Desert,2
lulc_forest_prc,12.069440744879543,zeroflowfirst,Western Desert,2
lulc_grass_prc,10.631209200581148,zeroflowfirst,Western Desert,2
p_mm_jas,14.607031951473203,zeroflowfirst,Western Desert,2
permave,8.177531152602764,zeroflowfirst,Western Desert,2
pet_mm_amj,16.482037218436624,zeroflowfirst,Western Desert,2
pet_mm_jfm.previous,18.060386547267562,zeroflowfirst,Western Desert,2
porosity,12.512722943940274,zeroflowfirst,Western Desert,2
sandave,9.858258130966975,zeroflowfirst,Western Desert,2
slope_pct,15.557612765497488,zeroflowfirst,Western Desert,2
storage_m,8.77371013237202,zeroflowfirst,Western Desert,2
T_max_c_amj,18.066326243190215,zeroflowfirst,Western Desert,2
T_max_c_cy.previous,12.452815830919944,zeroflowfirst,Western Desert,2
wuse_mm,10.721707967282242,zeroflowfirst,Western Desert,2
depth_bedrock_m,7.827798783175434,zeroflowfirst,Western Desert,3
drain_sqkm,6.939224660161815,zeroflowfirst,Western Desert,3
elev_mean_m_basin,11.185102666833384,zeroflowfirst,Western Desert,3
irrig_prc,16.20455754577886,zeroflowfirst,Western Desert,3
lulc_barren_prc,8.286906056545986,zeroflowfirst,Western Desert,3
lulc_forest_prc,12.784864275181235,zeroflowfirst,Western Desert,3
lulc_grass_prc,9.031384801117712,zeroflowfirst,Western Desert,3
p_mm_jas,13.63507410735664,zeroflowfirst,Western Desert,3
permave,8.320627188423805,zeroflowfirst,Western Desert,3
pet_mm_amj,17.498358636653506,zeroflowfirst,Western Desert,3
pet_mm_jfm.previous,15.781803275168018,zeroflowfirst,Western Desert,3
porosity,10.553940921043154,zeroflowfirst,Western Desert,3
sandave,5.862955063073244,zeroflowfirst,Western Desert,3
slope_pct,15.389780156186902,zeroflowfirst,Western Desert,3
storage_m,9.662771107832324,zeroflowfirst,Western Desert,3
T_max_c_amj,14.648627498876746,zeroflowfirst,Western Desert,3
T_max_c_cy.previous,13.354719353786592,zeroflowfirst,Western Desert,3
wuse_mm,14.964714496008096,zeroflowfirst,Western Desert,3
depth_bedrock_m,10.410916753273723,zeroflowfirst,Western Desert,4
drain_sqkm,14.437795447749233,zeroflowfirst,Western Desert,4
elev_mean_m_basin,13.796311446624873,zeroflowfirst,Western Desert,4
irrig_prc,14.170152260182531,zeroflowfirst,Western Desert,4
lulc_barren_prc,14.926168584100617,zeroflowfirst,Western Desert,4
lulc_forest_prc,17.827608758650364,zeroflowfirst,Western Desert,4
lulc_grass_prc,14.181559495017618,zeroflowfirst,Western Desert,4
p_mm_jas,19.088926177917863,zeroflowfirst,Western Desert,4
permave,20.52723533680205,zeroflowfirst,Western Desert,4
pet_mm_amj,15.270081501012111,zeroflowfirst,Western Desert,4
pet_mm_jfm.previous,16.01599155837229,zeroflowfirst,Western Desert,4
porosity,12.371618706329253,zeroflowfirst,Western Desert,4
sandave,7.060878621801284,zeroflowfirst,Western Desert,4
slope_pct,16.608948955927815,zeroflowfirst,Western Desert,4
storage_m,13.150150094731522,zeroflowfirst,Western Desert,4
T_max_c_amj,13.570305920301763,zeroflowfirst,Western Desert,4
T_max_c_cy.previous,13.641015098712955,zeroflowfirst,Western Desert,4
wuse_mm,14.790365695455211,zeroflowfirst,Western Desert,4
depth_bedrock_m,11.632920963366546,zeroflowfirst,Western Desert,5
drain_sqkm,8.91014565495184,zeroflowfirst,Western Desert,5
elev_mean_m_basin,11.104890088824341,zeroflowfirst,Western Desert,5
irrig_prc,11.868184260879126,zeroflowfirst,Western Desert,5
lulc_barren_prc,15.34648605299414,zeroflowfirst,Western Desert,5
lulc_forest_prc,14.719404163678295,zeroflowfirst,Western Desert,5
lulc_grass_prc,15.832448823219748,zeroflowfirst,Western Desert,5
p_mm_jas,16.833829723260482,zeroflowfirst,Western Desert,5
permave,7.830362893714284,zeroflowfirst,Western Desert,5
pet_mm_amj,19.89389649601402,zeroflowfirst,Western Desert,5
pet_mm_jfm.previous,17.103831604908,zeroflowfirst,Western Desert,5
porosity,11.554707205766231,zeroflowfirst,Western Desert,5
sandave,9.090147949609133,zeroflowfirst,Western Desert,5
slope_pct,15.961112984759314,zeroflowfirst,Western Desert,5
storage_m,9.539031042949272,zeroflowfirst,Western Desert,5
T_max_c_amj,15.260747040611875,zeroflowfirst,Western Desert,5
T_max_c_cy.previous,13.835632972255848,zeroflowfirst,Western Desert,5
wuse_mm,12.292513860978731,zeroflowfirst,Western Desert,5
drain_sqkm,19.075043566028917,zeroflowfirst,Eastern Forests,1
lulc_ag_prc,15.79789901757526,zeroflowfirst,Eastern Forests,1
lulc_dev_prc,14.827905777761403,zeroflowfirst,Eastern Forests,1
lulc_water_prc,21.58870974862204,zeroflowfirst,Eastern Forests,1
normstorage_af,18.312539533656118,zeroflowfirst,Eastern Forests,1
p.pet_amj,22.44809374050671,zeroflowfirst,Eastern Forests,1
p.pet_cy.previous,20.309156710525585,zeroflowfirst,Eastern Forests,1
p.pet_jfm.previous,20.13975179793396,zeroflowfirst,Eastern Forests,1
p.pet_ond.previous,13.921168885116339,zeroflowfirst,Eastern Forests,1
p_mm_amj,21.078825607999143,zeroflowfirst,Eastern Forests,1
p_mm_jas,18.03307047950362,zeroflowfirst,Eastern Forests,1
p_mm_jfm.previous,15.51817555102427,zeroflowfirst,Eastern Forests,1
p_mm_ond.previous,12.940112271939128,zeroflowfirst,Eastern Forests,1
pet_mm_amj,15.36671314153942,zeroflowfirst,Eastern Forests,1
pet_mm_jfm.previous,13.414872900092554,zeroflowfirst,Eastern Forests,1
sandave,19.172864553496275,zeroflowfirst,Eastern Forests,1
T_max_c_cy.previous,14.242185953139785,zeroflowfirst,Eastern Forests,1
T_max_c_jfm.previous,17.706897174697495,zeroflowfirst,Eastern Forests,1
drain_sqkm,21.57914986609932,zeroflowfirst,Eastern Forests,2
lulc_ag_prc,13.905935467365103,zeroflowfirst,Eastern Forests,2
lulc_dev_prc,19.813710837498043,zeroflowfirst,Eastern Forests,2
lulc_water_prc,23.54080853511953,zeroflowfirst,Eastern Forests,2
normstorage_af,20.219713227664688,zeroflowfirst,Eastern Forests,2
p.pet_amj,22.049160153964788,zeroflowfirst,Eastern Forests,2
p.pet_cy.previous,19.486657008911056,zeroflowfirst,Eastern Forests,2
p.pet_jfm.previous,18.413027806210433,zeroflowfirst,Eastern Forests,2
p.pet_ond.previous,18.105145560049028,zeroflowfirst,Eastern Forests,2
p_mm_amj,19.999747835007707,zeroflowfirst,Eastern Forests,2
p_mm_jas,19.069555220934475,zeroflowfirst,Eastern Forests,2
p_mm_jfm.previous,14.270907150949778,zeroflowfirst,Eastern Forests,2
p_mm_ond.previous,16.52382436048059,zeroflowfirst,Eastern Forests,2
pet_mm_amj,19.37714079159202,zeroflowfirst,Eastern Forests,2
pet_mm_jfm.previous,15.59551558293911,zeroflowfirst,Eastern Forests,2
sandave,21.858634103269868,zeroflowfirst,Eastern Forests,2
T_max_c_cy.previous,14.632552755216244,zeroflowfirst,Eastern Forests,2
T_max_c_jfm.previous,18.320080243771617,zeroflowfirst,Eastern Forests,2
drain_sqkm,13.748706498638587,zeroflowfirst,Eastern Forests,3
lulc_ag_prc,18.47454912841341,zeroflowfirst,Eastern Forests,3
lulc_dev_prc,16.51167188809483,zeroflowfirst,Eastern Forests,3
lulc_water_prc,20.68180640447375,zeroflowfirst,Eastern Forests,3
normstorage_af,17.66817274470658,zeroflowfirst,Eastern Forests,3
p.pet_amj,25.606249559536867,zeroflowfirst,Eastern Forests,3
p.pet_cy.previous,18.060488920588362,zeroflowfirst,Eastern Forests,3
p.pet_jfm.previous,17.54208394748176,zeroflowfirst,Eastern Forests,3
p.pet_ond.previous,13.594361881379024,zeroflowfirst,Eastern Forests,3
p_mm_amj,20.864315589082423,zeroflowfirst,Eastern Forests,3
p_mm_jas,15.86730200158281,zeroflowfirst,Eastern Forests,3
p_mm_jfm.previous,13.70388119706402,zeroflowfirst,Eastern Forests,3
p_mm_ond.previous,15.268136288690481,zeroflowfirst,Eastern Forests,3
pet_mm_amj,22.524652954016148,zeroflowfirst,Eastern Forests,3
pet_mm_jfm.previous,15.407361961641339,zeroflowfirst,Eastern Forests,3
sandave,21.56358865271358,zeroflowfirst,Eastern Forests,3
T_max_c_cy.previous,14.865354128489948,zeroflowfirst,Eastern Forests,3
T_max_c_jfm.previous,19.007169111658367,zeroflowfirst,Eastern Forests,3
drain_sqkm,15.02568537644672,zeroflowfirst,Eastern Forests,4
lulc_ag_prc,17.82144740143067,zeroflowfirst,Eastern Forests,4
lulc_dev_prc,17.009497978796176,zeroflowfirst,Eastern Forests,4
lulc_water_prc,19.22135884335978,zeroflowfirst,Eastern Forests,4
normstorage_af,13.38629025600714,zeroflowfirst,Eastern Forests,4
p.pet_amj,24.41979963889863,zeroflowfirst,Eastern Forests,4
p.pet_cy.previous,17.16760034662708,zeroflowfirst,Eastern Forests,4
p.pet_jfm.previous,17.986443238069587,zeroflowfirst,Eastern Forests,4
p.pet_ond.previous,15.127182783639515,zeroflowfirst,Eastern Forests,4
p_mm_amj,21.89776887392313,zeroflowfirst,Eastern Forests,4
p_mm_jas,19.592963295703036,zeroflowfirst,Eastern Forests,4
p_mm_jfm.previous,15.129312625298486,zeroflowfirst,Eastern Forests,4
p_mm_ond.previous,13.519070295852279,zeroflowfirst,Eastern Forests,4
pet_mm_amj,17.051842583727154,zeroflowfirst,Eastern Forests,4
pet_mm_jfm.previous,15.176624807036642,zeroflowfirst,Eastern Forests,4
sandave,17.324145277258054,zeroflowfirst,Eastern Forests,4
T_max_c_cy.previous,17.404402896895917,zeroflowfirst,Eastern Forests,4
T_max_c_jfm.previous,19.4365181530779,zeroflowfirst,Eastern Forests,4
drain_sqkm,19.93563767757542,zeroflowfirst,Eastern Forests,5
lulc_ag_prc,19.52157643359054,zeroflowfirst,Eastern Forests,5
lulc_dev_prc,15.749916194796688,zeroflowfirst,Eastern Forests,5
lulc_water_prc,16.960722481962147,zeroflowfirst,Eastern Forests,5
normstorage_af,15.784149876589387,zeroflowfirst,Eastern Forests,5
p.pet_amj,20.823210213823682,zeroflowfirst,Eastern Forests,5
p.pet_cy.previous,13.588277059899957,zeroflowfirst,Eastern Forests,5
p.pet_jfm.previous,19.291799174578713,zeroflowfirst,Eastern Forests,5
p.pet_ond.previous,16.792687294001873,zeroflowfirst,Eastern Forests,5
p_mm_amj,15.515530967205285,zeroflowfirst,Eastern Forests,5
p_mm_jas,20.418835533260843,zeroflowfirst,Eastern Forests,5
p_mm_jfm.previous,15.697601934033635,zeroflowfirst,Eastern Forests,5
p_mm_ond.previous,16.416538415259893,zeroflowfirst,Eastern Forests,5
pet_mm_amj,19.917041976933927,zeroflowfirst,Eastern Forests,5
pet_mm_jfm.previous,16.58315092033131,zeroflowfirst,Eastern Forests,5
sandave,22.651817217041835,zeroflowfirst,Eastern Forests,5
T_max_c_cy.previous,15.355951959401994,zeroflowfirst,Eastern Forests,5
T_max_c_jfm.previous,18.637167441787053,zeroflowfirst,Eastern Forests,5
drain_sqkm,15.303299764474483,zeroflowfirst,Western Mountains,1
lulc_barren_prc,18.3431060559799,zeroflowfirst,Western Mountains,1
lulc_forest_prc,20.905745439199542,zeroflowfirst,Western Mountains,1
lulc_grass_prc,19.81606899836791,zeroflowfirst,Western Mountains,1
lulc_water_prc,24.3789684630129,zeroflowfirst,Western Mountains,1
maxstorage_af,21.956444354979375,zeroflowfirst,Western Mountains,1
normstorage_af,21.253527012264414,zeroflowfirst,Western Mountains,1
p.pet_cy.previous,29.23672922164944,zeroflowfirst,Western Mountains,1
p_mm_cy.previous,24.453113171543098,zeroflowfirst,Western Mountains,1
permave,16.718047762639067,zeroflowfirst,Western Mountains,1
pet_mm_amj,22.717857077162645,zeroflowfirst,Western Mountains,1
porosity,26.06128072740625,zeroflowfirst,Western Mountains,1
sandave,17.305751987294755,zeroflowfirst,Western Mountains,1
siltave,18.890945133020086,zeroflowfirst,Western Mountains,1
slope_pct,15.637010717548165,zeroflowfirst,Western Mountains,1
storage_m,17.963522933588518,zeroflowfirst,Western Mountains,1
topwet,14.928365911428804,zeroflowfirst,Western Mountains,1
wuse_mm,21.977152295745924,zeroflowfirst,Western Mountains,1
drain_sqkm,19.04675449418608,zeroflowfirst,Western Mountains,2
lulc_barren_prc,19.454605387679536,zeroflowfirst,Western Mountains,2
lulc_forest_prc,28.101933600115867,zeroflowfirst,Western Mountains,2
lulc_grass_prc,19.939114490633486,zeroflowfirst,Western Mountains,2
lulc_water_prc,24.61727091707617,zeroflowfirst,Western Mountains,2
maxstorage_af,18.030440564694196,zeroflowfirst,Western Mountains,2
normstorage_af,19.648095799549495,zeroflowfirst,Western Mountains,2
p.pet_cy.previous,25.534196627518238,zeroflowfirst,Western Mountains,2
p_mm_cy.previous,23.584437388479483,zeroflowfirst,Western Mountains,2
permave,21.294745233617387,zeroflowfirst,Western Mountains,2
pet_mm_amj,24.59300194353547,zeroflowfirst,Western Mountains,2
porosity,18.19525819986584,zeroflowfirst,Western Mountains,2
sandave,17.752793328335134,zeroflowfirst,Western Mountains,2
siltave,18.926680181170692,zeroflowfirst,Western Mountains,2
slope_pct,15.621951679342725,zeroflowfirst,Western Mountains,2
storage_m,15.549059661951206,zeroflowfirst,Western Mountains,2
topwet,16.303547115117485,zeroflowfirst,Western Mountains,2
wuse_mm,18.344517544279327,zeroflowfirst,Western Mountains,2
drain_sqkm,15.46958700754653,zeroflowfirst,Western Mountains,3
lulc_barren_prc,18.03297672168655,zeroflowfirst,Western Mountains,3
lulc_forest_prc,22.63881381266896,zeroflowfirst,Western Mountains,3
lulc_grass_prc,19.271992699850458,zeroflowfirst,Western Mountains,3
lulc_water_prc,24.349881798005555,zeroflowfirst,Western Mountains,3
maxstorage_af,18.503327385441487,zeroflowfirst,Western Mountains,3
normstorage_af,18.740313496026236,zeroflowfirst,Western Mountains,3
p.pet_cy.previous,25.916958326929873,zeroflowfirst,Western Mountains,3
p_mm_cy.previous,24.09960285629871,zeroflowfirst,Western Mountains,3
permave,22.584635263614906,zeroflowfirst,Western Mountains,3
pet_mm_amj,24.056728115134796,zeroflowfirst,Western Mountains,3
porosity,16.216475938214543,zeroflowfirst,Western Mountains,3
sandave,16.988932898128496,zeroflowfirst,Western Mountains,3
siltave,16.704156886521897,zeroflowfirst,Western Mountains,3
slope_pct,18.042687518099388,zeroflowfirst,Western Mountains,3
storage_m,17.38994536376206,zeroflowfirst,Western Mountains,3
topwet,16.890378573054466,zeroflowfirst,Western Mountains,3
wuse_mm,14.897247566063538,zeroflowfirst,Western Mountains,3
drain_sqkm,22.665819843073944,zeroflowfirst,Western Mountains,4
lulc_barren_prc,19.346308637747978,zeroflowfirst,Western Mountains,4
lulc_forest_prc,20.763391695363893,zeroflowfirst,Western Mountains,4
lulc_grass_prc,22.838174087129016,zeroflowfirst,Western Mountains,4
lulc_water_prc,19.02469440971411,zeroflowfirst,Western Mountains,4
